id,dadid,momid,sex,seq
889673,877882,877566,3,0
889674,889017,889035,3,0
889675,889017,889035,3,0
889676,877882,877566,3,0
889677,877882,877566,3,0
889679,877724,889507,3,0
889680,889432,889061,3,0
889681,877973,877933,3,0
889682,877973,877933,3,0
889683,877761,889513,3,0
889684,877973,877933,3,0
889685,877761,889513,3,0
889686,877761,889513,2,0
889687,877188,889449,3,0
889688,889508,889509,3,0
889689,889508,889509,3,0
889690,877188,889449,3,0
889694,877761,889513,3,0
889695,877761,889513,3,0
889696,877973,877933,3,0
889697,877973,877933,3,0
889698,877761,889513,3,0
889699,877973,877933,3,0
889700,877988,889183,3,0
889701,870404,871649,3,0
889702,870404,871649,3,0
889703,877674,889178,3,0
889704,877753,888115,3,0
889705,889359,889550,3,0
889706,889359,889550,3,0
889707,877753,888115,3,0
889708,877753,888115,3,0
889709,877753,888115,3,0
889710,889045,889526,3,0
889711,889045,889526,3,0
889712,889038,889527,3,0
889713,889038,889527,3,0
889714,889045,889526,3,0
889715,889038,889527,3,0
889716,889045,889526,3,0
889717,889038,889527,3,0
889718,889038,889527,3,0
889719,889045,889526,3,0
889720,889630,889273,3,0
889721,889529,889253,3,0
889722,889529,889253,3,0
889723,889529,889253,3,0
889724,889377,889558,3,0
889725,889010,877945,3,0
889726,889321,889544,3,0
889727,889321,889544,3,0
889728,889010,877945,3,0
889729,889321,889544,3,0
889730,889529,889253,3,0
889731,889529,889253,3,0
889732,889377,889558,1,1
889733,889377,889558,3,0
889734,889359,889550,3,0
889735,889359,889550,2,0
889736,877753,888115,3,0
889737,877753,888115,3,0
889738,889359,889550,3,0
889739,889321,889544,3,0
889740,889010,877945,3,0
889741,889010,877945,3,0
889742,889010,877945,3,0
889743,889321,889544,3,0
889744,877175,889540,3,0
889745,889258,889528,3,0
889746,877175,889540,1,1
889747,889258,889528,3,0
889748,889258,889528,3,0
889749,889258,889528,3,0
889750,889767,889388,3,0
889751,889767,889388,3,0
889752,877942,889179,3,0
889753,877942,889179,3,0
889754,889258,889528,3,0
889755,877175,889540,3,0
889756,889258,889528,3,0
889757,877175,889540,1,0
889758,889352,867117,3,0
889759,877915,889580,3,0
889760,889352,867117,3,0
889761,877915,889580,3,0
889762,877915,889580,3,0
889763,877915,889580,3,0
889764,889352,867117,3,0
889765,889352,867117,3,0
889766,889352,867117,3,0
889768,889182,889296,3,0
889769,889778,889553,3,0
889770,889778,889553,3,0
889771,889182,889296,2,1
889772,881671,889559,3,0
889773,877004,889270,3,0
889774,877004,889270,3,0
889775,877004,889270,3,0
889776,877004,889270,1,0
889777,881671,889559,3,0
889779,877004,889270,3,0
889780,881671,889559,3,0
889781,877004,889270,3,0
