LibName MeanCov CovSC13 Ratio Sex
889251_S63 2.3305 1.25131006806455 0.536927727124887 2
889252_S64 1.7574 1.65599741171375 0.942299653871485 1
889253_S65 1.996 1.03690240810665 0.519490184422172 2
889254_S66 1.6754 0.835916640589217 0.498935562008605 2
889258_S432 2.4029 2.05850764068416 0.856676366342404 1
889270_S25 2.4146 1.2045674505149 0.498868322088505 2
889271_S67 2.0152 1.08341016992478 0.537619179200465 2
889272_1_S770 2.9725 2.67335437643418 0.899362279708723 1
889272_2_S674 2.8534 2.63336335951234 0.92288615669459 1
889272_3_S578 3.3894 3.11303366793074 0.918461576659805 1
889273_S68 1.8664 0.994076578079508 0.532617112130041 2
889280_S69 2.1978 1.94790719689078 0.886298660883966 1
889281_S70 1.2452 0.616679593287205 0.495245417031163 2
889282_S71 1.4349 1.32911115828246 0.92627441513866 1
889303_S72 1.4209 0.746765752989143 0.525558275029308 2
889313_S73 1.8298 0.937832479802356 0.512532779430733 2
889321_S74 2.1204 1.83554175187183 0.865658249326461 1
889328_S75 1.8189 1.67995511245607 0.923610485708984 1
889376_S76 0.8665 0.758989000745785 0.875924986434835 1
889393_S77 2.2799 2.08711251594106 0.915440377183676 1
889398_S78 1.1503 1.03259861028062 0.897677658246218 1
889432_S79 1.3635 1.20712598564415 0.885314254231134 1
889449_S80 0.7336 0.375968111874377 0.512497426219162 2
889485_S10 1.776 0.878775661648692 0.494806115793182 2
889503_S11 2.5451 1.29813270446326 0.510051748246929 2
889504_S81 0.7139 0.629273696057739 0.881459162428546 1
889507_S12 2.2297 1.14756141226553 0.514670768383875 2
889509_S13 1.3735 0.688762100009925 0.501464943582035 2
889526_S82 1.9112 0.96919900865901 0.507115429394626 2
889527_S83 1.7985 0.920484503893271 0.511806785595369 2
889529_S84 1.0956 0.956505701353234 0.873042808829166 1
889540_S269 1.6948 0.866512117808385 0.511276916337258 2
889544_S14 1.8464 0.959769438422271 0.519805805038058 2
889545_S15 2.0856 1.06519537775254 0.510738098270303 2
889550_S16 2.7764 1.40089236578205 0.504571519155038 2
889552_S85 2.0561 1.91742843088954 0.932556019108771 1
889553_S17 2.0001 1.0446755185505 0.522311643693066 2
889555_S86 1.0583 0.545272598808485 0.515234431454677 2
889556_S87 2.2115 1.12912894343402 0.510571532188119 2
889558_S18 2.6984 1.35628967912667 0.502627364040419 2
889560_S19 1.5105 0.76011256121273 0.503219173262317 2
889580_S342 2.4235 1.16164948005255 0.479327204478047 2
889582_S263 1.498 0.719833226631297 0.480529523785912 2
889611_S88 1.581 1.49028142616931 0.942619497893303 1
889630_S89 2.1599 2.07345281927516 0.959976304122949 1
889692_S90 1.9483 1.8244182718742 0.936415475991478 1
889693_S20 1.7099 0.847760679265841 0.49579547299014 2
889735_S597 2.6857 1.37087774186644 0.510435916843445 2
889778_S91 1.7321 1.55499798079355 0.897753005480949 1
889804_S92 1.8767 0.968621656691987 0.51613025880108 2
889840_S93 1.7876 0.944457929936536 0.528338515292311 2
889971_S107 1.4504 1.19799742797142 0.825977266941131 1
889984_S515 1.7791 0.848135137994532 0.476721453540853 2
889992_S94 1.2294 1.12536772991746 0.915379640407894 1
890305_S95 1.5576 0.802965890040874 0.515514824114583 2
890406_S96 1.8107 0.942383357324314 0.520452508601267 2
890813_S97 1.8892 0.966857699724682 0.511781547599345 2
890841_S108 1.9434 0.947896938588994 0.487751846551916 2
891245_S21 3.5117 3.29797160203121 0.939138195754537 1
891906_S98 2.067 1.88194584546251 0.910472107141999 1
892212_S198 2.2824 1.163605682919 0.509816720521821 2
892521_S99 1.9552 0.998622869055358 0.510752285727986 2
892523_S100 1.5248 0.792661026620948 0.519845898885722 2
894983_S94 2.6886 1.43110548067075 0.53228649879891 2
895018_S278 1.6553 0.854598543816657 0.516280156960465 2
895042_S271 1.4747 0.763970767894087 0.518051649755264 2
895280_S101 1.9369 1.74882324890737 0.902898058189567 1
895286_S102 1.9157 0.990236062361711 0.516905602318584 2
895501_S260 1.489 0.795932912999588 0.534541916050764 2
896382_S22 2.1537 1.08320619147687 0.502951289166028 2
897169_S23 2.488 1.28086857635022 0.514818559626293 2
897821_S103 1.7807 0.930280731635188 0.522424176804171 2
898052_S104 1.8941 1.73504571486266 0.916026458403812 1
898053_S105 1.8636 0.94874325872422 0.509091682079963 2
898161_S15 2.7983 1.4332236664223 0.512176559490513 2
898166_S712 2.9754 1.54481097522808 0.51919438570548 2
898315_S24 1.7739 0.901944128374313 0.508452634519597 2
898316_S25 2.1459 1.07540072950244 0.501142052053891 2
898373_S106 1.57 1.38363708315078 0.881297505191582 1
898870_S189 2.1164 1.96394561150771 0.927965229402622 1
898871_S109 1.9602 0.986637712183298 0.503335227111161 2
898873_S26 1.6381 1.44849629164438 0.884253886603003 1
898876_S26 2.0146 1.0536945724349 0.523029173252707 2
898883_S22 1.5902 0.804634512371215 0.505995794473157 2
898884_S509 3.0126 1.53361447905446 0.509066746018211 2
898885_S428 2.1833 1.08727294267659 0.497995210313099 2
898886_S277 1.1189 1.01792227700392 0.909752682995728 1
898923_S103 2.6908 1.58914846123528 0.590585870832199 2
898924_S93 2.3832 1.18383575021449 0.496742090556599 2
898925_S104 1.8871 1.57171843938755 0.832875014248081 1
899101_S508 2.1925 1.08488877820206 0.494818142851568 2
EA166300_S47 1.8844 0.969867436327325 0.51468235848404 2
EA696866_S127 1.6397 0.872883260341387 0.532343270318587 2
EA711589_S257 1.4955 0.76492255811415 0.511482820537713 2
M000373_S128 2.0969 1.91731579432641 0.914357286626169 1
M001167_S129 2.2879 1.1616784121492 0.507748770553435 2
M001377_S506 1.9474 1.65223939239894 0.848433497175178 1
M001624_S186 2.0243 1.01039794573514 0.499134488828306 2
M001631_S130 1.419 0.748311009514565 0.527350958079327 2
M001649_S48 1.7477 0.876158750434826 0.501321022163315 2
M001958_S49 1.7716 0.924980445240192 0.522115853036911 2
M001989_S595 1.7152 0.891522963249501 0.519777847043785 2
M004004_S511 1.7922 0.912167027758207 0.508964974756281 2
M004171_S105 1.5488 0.773563078615059 0.49945963237026 2
M004206_S131 2.4302 2.29289222744854 0.943499394061617 1
M004208_S638 1.4354 0.72467168468937 0.504856962999422 2
M004209_S334 1.7336 0.857700257049291 0.494750955842923 2
M004210_S50 1.9117 1.74946518108165 0.915135837778758 1
M004239_S132 1.7565 1.60731056955422 0.915064372077555 1
M004351_S51 1.6552 1.43905320747714 0.869413489292619 1
M004777_S133 1.6706 1.49338799213153 0.893923136676364 1
M005003_S181 1.9004 1.70715844979082 0.898315328241856 1
M005093_S134 1.4208 1.28675651396533 0.905656330212082 1
M005214_S180 2.48 1.80905715088301 0.72945852858186 1
M005226_S261 1.3223 1.04068053451199 0.78702301634424 1
M005232_S135 1.861 0.961959473237637 0.516904606790777 2
M005235_S95 2.5267 1.25420899043711 0.496382233916616 2
M005236_S136 1.8689 1.68971712538305 0.904123883237758 1
M005243_S262 1.2782 1.15590364346418 0.904321423458131 1
M005264_S137 2.2204 1.9464011307638 0.876599320286345 1
M005299_S270 1.5245 1.3982024793435 0.91715479130436 1
M005407_S350 1.1263 0.561844547496582 0.498840937136271 2
M005413_S52 2.7312 1.39450983878639 0.510585031775917 2
M005414_S53 3.1701 2.82414359099901 0.890868928740106 1
M005422_S54 1.8014 1.6139088689735 0.895919212264625 1
M005424_S55 1.5091 1.46630349548255 0.971641041337585 1
M005482_S24 2.8691 1.43767435657771 0.501088967473323 2
M006151_S593 2.6871 1.31657872817656 0.489962684000061 2
M006170_S56 2.5668 1.31850231332896 0.513675515555928 2
M006177_S138 2.0688 1.85670726981686 0.897480312169791 1
M006459_S57 2.6985 1.34398712916879 0.498049705083857 2
M006488_S139 1.2583 1.17345793204553 0.932574053918404 1
M006491_S58 1.2397 0.613807985434768 0.49512622847041 2
M006492_S59 1.8495 0.924972725919287 0.500120424936084 2
M006922_S434 1.9491 0.973568000961864 0.499496178216543 2
M008102_S37 1.5107 0.754558642913081 0.499476165296274 2
M008108_S60 1.2614 0.642665775948492 0.50948610745877 2
M010954_S61 2.175 1.99335004051005 0.916482777246002 1
M010965_S140 1.9492 1.00836500012398 0.517322491342079 2
M010979_S141 3.1424 2.80746052094605 0.893412843987414 1
M010986_S142 1.7507 0.888930459013139 0.507757159429451 2
M010989_S776 2.6376 1.32180759549645 0.501140277334109 2
M010990_S143 1.6692 0.900094787937048 0.539237232169331 2
M010993_S144 1.5756 0.823834633881926 0.522870420082461 2
M011103_S145 1.4516 1.28116393763419 0.882587446703082 1
M011181_S953 2.4141 1.20584681021996 0.499501599030679 2
M011186_S146 1.4408 0.704167427934355 0.48873363959908 2
M011205_S147 1.9531 1.73225359349233 0.886925192510537 1
M011218_S347 2.2592 1.0838931905618 0.479768586473883 2
M011223_S148 1.549 1.33995799174229 0.865047121847832 1
M011234_S149 2.1773 1.91423478197822 0.879178240012044 1
M011236_S150 1.6984 1.49937456096362 0.88281592143407 1
M011247_S184 2.1502 1.97702535579875 0.919461145846319 1
M011301_S178 2.0354 1.79110856266593 0.87997865906747 1
M011343_S100 1.9081 1.70119204947622 0.891563361184539 1
M011622_S62 2.51 2.33984543708177 0.932209337482777 1
M011623_S63 1.9486 1.01028387587635 0.518466527700067 2
M011628_S151 1.966 0.999395292561546 0.508339416358874 2
M011630_S433 1.4531 1.27160690646208 0.875099378199767 1
M011631_S19 1.6756 0.825819216002427 0.492849854381969 2
M011632_S266 1.3404 0.682931944685517 0.509498615850132 2
M011636_S183 1.651 0.862627538486906 0.522487909440888 2
M011637_S177 2.7561 1.38385955111268 0.502107888361338 2
M011640_S99 1.4036 0.701560160752708 0.499829125643138 2
M011645_S18 2.5738 1.24817583949611 0.484954479561781 2
M011648_S20 2.8617 2.52879940419128 0.883670337278988 1
M011649_S101 1.3049 0.658904340066349 0.504946233478695 2
M011679_S64 2.0933 1.08415681458476 0.517917553425098 2
M011680_S713 2.4418 2.33156905558081 0.954856685879601 1
M011685_S152 1.3916 1.29692152868026 0.931964306323841 1
M011689_S65 2.2196 2.06371752707439 0.929770015802123 1
M011707_S153 1.0682 0.907446611835463 0.849510027930597 1
M011733_S425 1.1534 0.985419001360259 0.854360153771683 1
M011734_S154 2.0518 1.05634168523587 0.514836575317217 2
M011771_S66 2.2198 1.1628850013861 0.523869268126002 2
M011787_S155 0.8699 0.746590399503113 0.858248533743089 1
M011800_S156 1.9199 1.03003817091572 0.536506157047615 2
M011802_S157 0.6664 0.588818209439837 0.883580746458339 1
M011803_S158 1.5458 0.789623095045132 0.510818407973303 2
M011804_S159 1.4902 0.776625314790119 0.521155089779975 2
M011814_S268 1.4953 1.37999591838348 0.922888997782035 1
M011815_S675 2.0375 1.06732525510154 0.523840616000758 2
M011817_S160 1.8549 0.963932466138953 0.519668157927087 2
M011818_S161 2.2235 1.16908011473655 0.525783725989002 2
M011819_S162 1.5709 0.837829721731995 0.53334376582341 2
M011820_S163 1.9844 0.987474285908044 0.497618567782727 2
M011821_S164 2.1897 1.15314284984182 0.526621386419064 2
M011822_S165 1.9059 0.99423976902809 0.521664184389575 2
M011823_S166 1.7425 0.92174951016609 0.528981067527168 2
M011832_S167 1.5274 1.38099193601244 0.904145565020584 1
M011856_S168 1.7768 1.43421372563646 0.807189174716601 1
M011865_S169 1.353 1.2065786305077 0.891780214713749 1
M011873_S170 2.0201 1.0549305032815 0.522216971081382 2
M011878_S171 1.7251 1.54810231347638 0.897398593401183 1
M011884_S172 1.9094 0.925092836095495 0.484493996069705 2
M011930_S173 2.0049 1.82066858614986 0.908109424983722 1
M011931_S174 1.4899 0.777243024267764 0.521674625322346 2
M011945_S175 2.2697 1.16429579430307 0.512973430102248 2
M011951_S185 2.4217 2.1346930586085 0.88148534443098 1
M012591_S67 2.139 1.91837674024872 0.896856821060646 1
M012595_S176 2.2199 2.00935419936074 0.905155276976773 1
M012646_S177 2.1857 1.95725756730454 0.895483171205812 1
M014481_S178 1.0369 0.525672157820267 0.50696514400643 2
M014482_S68 2.1287 1.91318548670206 0.898757686241395 1
M014483_S69 1.7831 0.902920223193619 0.506376660419281 2
M014581_S70 1.7717 0.921120436701436 0.519907680025645 2
M014906_S71 1.7961 0.927576307483525 0.516439122255735 2
M014948_S179 2.1803 1.164026170914 0.533883488929962 2
M020305_S180 1.7436 1.60191306476226 0.918738853385098 1
M020320_S181 1.2054 1.03552544096723 0.859072043277941 1
M020507_S72 2.7173 2.53983461365198 0.934690543426188 1
M020511_S182 2.1177 1.12338580963176 0.53047448157518 2
M020580_S73 2.9212 2.75750674780239 0.943963695673831 1
M020581_S74 1.825 0.953579853497937 0.522509508765993 2
M020867_S75 2.4076 2.14997590118106 0.892995473160435 1
M020869_S76 2.2818 1.17220656255712 0.513720116818792 2
M020873_S183 1.5825 0.853443450845218 0.539300758827942 2
M020881_S77 1.616 0.776601358276964 0.480570147448616 2
M020884_S78 1.7134 0.887120718487362 0.517754592323662 2
M021009_S79 2.3122 2.13745852067958 0.924426312896626 1
M021087_S80 2.0234 1.02069248942632 0.504444247022992 2
M021116_S184 1.0661 0.541969446108831 0.508366425390517 2
M021223_S185 1.2043 0.599275800750035 0.497613385991892 2
M022001_S186 2.0067 1.0507794947727 0.52363556823277 2
M022024_S187 1.7869 1.53667436052951 0.859966624058152 1
M022034_S188 1.3974 0.665649757047172 0.476348759873459 2
M022039_S189 1.3662 1.22015376272974 0.893100397254969 1
M022054_S190 1.9987 1.86418487564717 0.932698691973366 1
M022065_S191 1.6533 1.52163972381375 0.920365162894668 1
M022096_S192 0.2738 0.230665942128886 0.842461439477304 1
M022103_S193 0.6327 0.534453305100958 0.844718357991083 1
M022107_S194 1.8725 1.00502568742242 0.536729339077393 2
M022108_S195 1.6895 0.869688894782237 0.514761109666905 2
M022114_S196 2.6965 1.43144257133405 0.530852056864102 2
M022119_S197 1.419 0.693463924040408 0.488699030331507 2
M022126_S198 1.3452 0.704877073090687 0.523994255940148 2
M022129_S199 1.2088 0.642211400748995 0.531280113127891 2
M022133_S200 1.605 1.26503938194817 0.788186530808828 1
M022140_S201 1.9004 0.974032327328364 0.512540690027554 2
M022152_S704 2.0592 1.08681389902838 0.527784527500182 2
M022153_S202 2.4336 1.31359214953664 0.539773236989085 2
M022156_S203 1.8759 0.943963094848156 0.50320544530527 2
M022159_S204 1.655 0.90240607956515 0.545260471036344 2
M022160_S81 1.9945 1.04126159257207 0.522066479103571 2
M022161_S205 2.1896 1.97211015499598 0.90067142628607 1
M022162_S82 1.5087 1.3192025601609 0.874396871585402 1
M022163_S206 1.76 0.913627392229322 0.519106472857569 2
M022164_S83 2.1254 1.94789554624464 0.916484212969154 1
M022165_S207 1.7871 0.955006883607158 0.534389168825 2
M022166_S84 2.8326 1.4512558567276 0.512340555224035 2
M022167_S85 2.3828 1.24115377597749 0.520880382733543 2
M022183_S86 1.8255 0.940689918503423 0.51530535113855 2
M022355_S87 2.401 2.1630830623705 0.900909230475008 1
M022385_S208 1.7797 1.68899752905971 0.949034966039058 1
M022386_S209 2.2967 2.1773379657722 0.948028896143251 1
M022387_S210 2.7236 1.38923821830457 0.510074246697226 2
M022389_S211 2.0446 1.08034273293404 0.528388307216101 2
M022393_S88 1.6062 1.34230624192274 0.835703051875694 1
M022490_S212 2.0627 1.05685908449305 0.512366841757427 2
M022563_S213 2.3788 2.22754616937095 0.936415911119451 1
M022580_S214 1.6874 1.49289545031621 0.884731213888947 1
M022581_S215 1.8063 1.65011723437085 0.913534426380362 1
M022666_S89 2.4542 1.29792266522229 0.528857739883582 2
M022667_S216 1.2504 1.15346335522679 0.922475492023983 1
M022672_S217 1.4114 1.24817710898655 0.884353910292301 1
M022674_S218 1.8966 0.966763163638157 0.509734874848759 2
M022680_S219 1.8841 0.921912475882497 0.489311860242289 2
M022689_S220 1.8842 0.999406963683339 0.53041448024803 2
M022695_S221 2.0884 1.09877401417771 0.52613197384491 2
M022696_S222 2.1833 1.11493792406739 0.510666387609305 2
M022699_S223 1.846 0.949822735111831 0.514530192368272 2
M022700_S224 1.5571 0.822823361892022 0.528433216808183 2
M022756_S225 2.0514 1.10370188940924 0.538023734722259 2
M022757_S226 2.2181 2.03688873037094 0.918303381439493 1
M022788_S227 1.6056 1.4825050396211 0.923333980830284 1
M022789_S228 2.1194 1.1030494327497 0.520453634401102 2
M022856_S841 2.5384 2.3549398422265 0.927726064539276 1
M022858_S90 2.4191 1.26207100616311 0.521710969436199 2
M022859_S681 1.8419 1.72326897965504 0.935593126475402 1
M022863_S91 2.0987 1.91016719127677 0.910166861045774 1
M022864_S92 2.0185 1.04327543439967 0.516856791874989 2
M022867_S93 2.4278 1.25940464624902 0.518743160988967 2
M022870_S94 2.2592 2.06678121702076 0.914828796485819 1
M022871_S840 3.488 1.79058950488091 0.513357082821363 2
M022872_S759 1.9965 1.88825844810568 0.945784346659493 1
M022873_S680 2.6015 1.3793779222467 0.530224071592043 2
M022875_S95 1.0049 0.504789695292195 0.502328286687427 2
M022876_S96 1.5664 1.38620925506444 0.884965050475257 1
M022877_S97 1.5889 0.807559807383901 0.508250870025742 2
M022878_S98 2.4619 2.23907355208524 0.909490049183654 1
M022880_S99 1.6317 0.834891752290555 0.511669885573669 2
M022884_S100 2.3031 2.14087256951192 0.929561273723208 1
M022885_S679 3.6007 3.31315786095202 0.920142711403898 1
M022886_S758 2.9516 2.70678421629431 0.917056585002815 1
M022887_S101 2.4176 1.24935198143808 0.516773652150101 2
M022888_S102 2.5348 2.3080744731415 0.910554865528445 1
M022890_S103 2.1271 1.92931227423418 0.907015313917624 1
M022892_S929 2.9365 2.70310173166072 0.920518212722874 1
M022894_S104 1.3863 1.27511905414444 0.919800226606393 1
M022896_S920 2.2288 2.06061702190524 0.924541018442768 1
M022897_S757 1.9357 1.77348555779557 0.916198562688211 1
M022898_S678 2.1233 1.12129440603337 0.528090428122909 2
M022899_S217 2.0819 1.11524892874971 0.535688039170808 2
M022901_S229 1.7214 0.866701456164915 0.503486380948597 2
M022904_S230 1.3522 0.699193994376526 0.51707883033318 2
M022905_S231 2.8761 2.61087861576728 0.907784366248489 1
M022906_S105 2.0392 1.18584510787423 0.581524670397329 2
M022907_S106 2.2996 1.16913138576983 0.508406412319459 2
M022909_S232 1.7893 1.6536861405613 0.924208428190521 1
M022911_S233 1.8093 1.5776292687819 0.871955600940641 1
M022912_S234 1.2352 0.655581735497039 0.530749462028043 2
M022924_S107 1.3624 0.702022685261808 0.515283826528044 2
M022925_S108 2.2939 2.0872048611328 0.909893570396615 1
M022926_S109 2.2591 1.16541532106652 0.51587593336573 2
M022928_S110 2.2408 1.98425754046096 0.885513004489898 1
M022930_S111 2.8896 2.50222094281247 0.865940248758467 1
M022931_S112 1.9386 1.77014862026967 0.913106685375875 1
M022932_S113 2.0001 1.85464735777167 0.927277315020082 1
M022933_S114 2.2519 1.98038508272563 0.879428519350605 1
M022935_S115 1.6991 0.809959553829804 0.476699166517453 2
M022936_S116 1.3524 1.21593766212238 0.899096171341597 1
M022937_S117 2.9745 2.62720919746643 0.883243972925343 1
M022938_S118 2.5057 1.26479932540097 0.504768857166049 2
M022941_S235 1.0371 0.540423739119059 0.521091253610124 2
M022942_S236 1.7645 1.55749678844513 0.882684493309794 1
M022943_S237 1.0507 0.910778512350903 0.866830220187402 1
M022944_S238 1.5434 1.44566665887909 0.936676596396977 1
M022946_S239 1.8175 0.947181314542199 0.521145152430371 2
M022948_S240 1.2657 1.09480034529321 0.864976175470656 1
M022949_S241 1.9086 0.947421186808528 0.496395885365466 2
M022950_S242 1.5016 1.33868338238856 0.891504649965743 1
M022958_S243 2.1902 1.16635892102568 0.532535348838314 2
M022963_S244 1.9829 1.07110385244688 0.540170382998074 2
M022964_S245 2.0229 1.82395206174769 0.901652114166636 1
M022971_S119 2.3417 1.18316971819749 0.505261014731814 2
M022998_S600 2.5779 1.28154675042901 0.497128185898992 2
M026016_S246 1.4502 0.761688183130466 0.525229749779662 2
M026031_S247 1.1933 0.603073235695458 0.505382750100946 2
M026049_S248 2.0156 1.07947753424742 0.53556138829501 2
M026073_S120 2.0191 1.01357218372811 0.5019920676183 2
M026075_S121 1.8821 1.7162512569747 0.911881014279102 1
M026076_S122 1.9699 0.995573204930791 0.505392763556927 2
M026077_S123 2.282 1.16259097101952 0.509461424636073 2
M026078_S124 2.7078 2.49721136972838 0.922228883125926 1
M026079_S125 1.141 0.590182788809638 0.5172504722258 2
M026080_S126 2.467 1.30213858154878 0.527822692155971 2
M026158_S249 1.7681 0.910872393216556 0.515170178845402 2
M026159_S127 1.6244 0.835676686420279 0.514452527961265 2
M026160_S250 1.711 1.55687637618139 0.909921903086725 1
M026161_S128 1.9616 1.80160569246066 0.918436833432228 1
M026162_S129 1.9801 1.80423470478501 0.911183629506093 1
M026163_S130 1.8464 0.968913905676819 0.524758397788572 2
M026164_S131 1.9672 1.00545661800007 0.511110521553512 2
M026165_S132 1.738 0.88717133429977 0.510455313175932 2
M026166_S133 2.143 1.11066223931193 0.518274493379342 2
M026171_S604 2.3239 1.20708204489438 0.519420820557848 2
M026173_S134 2.2638 1.143825752363 0.505268023837352 2
M026174_S135 2.1773 1.12648793237744 0.517378373387883 2
M026175_S136 1.4114 0.707707176795975 0.501422117610865 2
M026177_S251 2.2564 1.1870496495459 0.526081213236085 2
M026178_S137 2.9501 1.52459026530569 0.516792741027656 2
M026179_S138 0.8503 0.763124140624077 0.897476350257647 1
M026186_S139 1.4715 0.752712947141919 0.511527656909221 2
