New_name,Library_name,Population,Position_in_cluster,Sex,Coverage,Project,Paper_Description,NCBI_number,Comments
M031781,M031781_S388,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031781_S388_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026075,M026075_S121,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026075_S121_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043829,M043829_S893,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043829_S893_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M031780,M031780_S387,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031780_S387_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M038199,M038199_S643,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038199_S643_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043789,M043789_S879,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043789_S879_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M032202,M032202_S483,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032202_S483_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043738,M043738_S854,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043738_S854_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037873,M037873_S606,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037873_S606_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M031881,M031881_S441,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031881_S441_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043737,M043737_S853,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043737_S853_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M045413,M045413_S937,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M045413_S937_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M038351c,M038351_3_S674,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038351c_S674_markdup.bam,2,NA,3K_OWLS,NA,NA,REPLICATE
M032036,M032036_S468,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032036_S468_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038472b,M038472_2_S687,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038472b_S687_markdup.bam,1,NA,3K_OWLS,NA,NA,REPLICATE
M043713,M043713_S847,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043713_S847_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M028796,M028796_S300,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M028796_S300_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043108,M043108_S810,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043108_S810_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M026622,M026622_S217,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026622_S217_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026910,M026910_S284,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026910_S284_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026654,M026654_S226,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026654_S226_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032413,M032413_S507,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032413_S507_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
889545,889545_S15,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/889545_S15_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M031899,M031899_S448,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031899_S448_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M020869,M020869_S76,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M020869_S76_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M042125,M042125_S805,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M042125_S805_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026485,M026485_S182,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026485_S182_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037814,M037814_S577,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037814_S577_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026837,M026837_S273,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026837_S273_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026494,M026494_S189,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026494_S189_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032215,M032215_S487,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032215_S487_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M031818,M031818_S406,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031818_S406_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026833,M026833_S270,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026833_S270_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038441,M038441_S683,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038441_S683_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M040888,M040888_S791,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040888_S791_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M022878,M022878_S98,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022878_S98_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M031769,M031769_S383,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031769_S383_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022924,M022924_S107,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022924_S107_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038408,M038408_S679,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038408_S679_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M031625,M031625_S332,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031625_S332_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043562,M043562_S822,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043562_S822_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037938,M037938_S634,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037938_S634_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022925,M022925_S108,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022925_S108_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M040722,M040722_S730,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040722_S730_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M026669,M026669_S234,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026669_S234_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037850,M037850_S599,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037850_S599_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M040824,M040824_S774,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040824_S774_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M040787,M040787_S747,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040787_S747_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M040792,M040792_S752,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040792_S752_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
887435,887435_S7,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/887435_S7_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037908,M037908_S617,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037908_S617_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032246,M032246_S490,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032246_S490_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026468,M026468_S172,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026468_S172_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M040528,M040528_S700,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040528_S700_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026175,M026175_S136,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026175_S136_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M040590,M040590_S706,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040590_S706_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M022166,M022166_S84,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022166_S84_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M038322,M038322_S660,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038322_S660_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037792,M037792_S564,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037792_S564_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038246,M038246_S651,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038246_S651_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037568,M037568_S528,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037568_S528_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M022928,M022928_S110,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022928_S110_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M031647,M031647_S345,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031647_S345_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026499,M026499_S193,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026499_S193_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043839,M043839_S894,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043839_S894_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M040512,M040512_S696,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040512_S696_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M022937,M022937_S117,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022937_S117_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026456,M026456_S167,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026456_S167_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043572,M043572_S828,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043572_S828_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M040805,M040805_S760,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040805_S760_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043870,M043870_S900,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043870_S900_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M047580,M047580_S949,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047580_S949_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M037593,M037593_S532,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037593_S532_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M026658,M026658_S229,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026658_S229_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M038235,M038235_S648,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038235_S648_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M040506,M040506_S694,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040506_S694_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022355,M022355_S87,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022355_S87_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M031657,M031657_S349,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031657_S349_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M034664,M034664_S520,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M034664_S520_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043554,M043554_S817,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043554_S817_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026513,M026513_S196,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026513_S196_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043701,M043701_S840,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043701_S840_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032030,M032030_S465,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032030_S465_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038299,M038299_S658,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038299_S658_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043904,M043904_S914,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043904_S914_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M037905,M037905_S616,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037905_S616_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026489,M026489_S185,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026489_S185_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037910,M037910_S619,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037910_S619_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038297,M038297_S657,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038297_S657_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M040774,M040774_S743,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040774_S743_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M022160,M022160_S81,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022160_S81_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M031897,M031897_S446,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031897_S446_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043824,M043824_S892,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043824_S892_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M047582,M047582_S951,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047582_S951_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M040879,M040879_S788,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040879_S788_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M031804,M031804_S396,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031804_S396_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M040954,M040954_S799,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040954_S799_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M026582,M026582_S212,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026582_S212_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M031672,M031672_S360,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031672_S360_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026640,M026640_S223,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026640_S223_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M034825,M034825_S521,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M034825_S521_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M032428,M032428_S512,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032428_S512_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026498,M026498_S192,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026498_S192_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026159,M026159_S127,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026159_S127_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M031643,M031643_S341,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031643_S341_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M040543,M040543_S701,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040543_S701_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022890,M022890_S103,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022890_S103_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026828,M026828_S267,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026828_S267_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
881868,881868_S6,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/881868_S6_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043913,M043913_S922,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043913_S922_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M005414,M005414_S53,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M005414_S53_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037838,M037838_S588,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037838_S588_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026371,M026371_S156,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026371_S156_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043840,M043840_S895,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043840_S895_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M022884,M022884_S100,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022884_S100_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038234,M038234_S647,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038234_S647_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M047581,M047581_S950,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047581_S950_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M047574,M047574_S947,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047574_S947_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M026518,M026518_S199,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026518_S199_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043776,M043776_S869,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043776_S869_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043757,M043757_S861,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043757_S861_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026241,M026241_S145,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026241_S145_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M040798,M040798_S754,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040798_S754_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M037632,M037632_S537,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037632_S537_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037799,M037799_S567,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037799_S567_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M031689,M031689_S370,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031689_S370_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M040594,M040594_S708,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040594_S708_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M031847,M031847_S423,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031847_S423_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M031898,M031898_S447,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031898_S447_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022906,M022906_S105,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022906_S105_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
